Model;Scenario;Region;Variable;Unit;1970;1975;1980;1985;1990;1995;2000;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070
IMAGE-GNM;SSP3_oct2020;WRLD;iP2O5uptake;kgP2O5/yr;33594334400.0;36909609800.0;40225605400.0;43835941800.0;45240428300.0;46955486500.0;49132342200.0;53116478500.0;56874689400.0;62430199900.0;66722564900.0;71384498500.0;76228053900.0;80357128500.0;84407221900.0;88289722200.0;92209598400.0;94966458000.0;97773370100.0;1.002204275e+11;1.025357545e+11
IMAGE-GNM;SSP3_oct2020;BRIC;iP2O5uptake_crops;kgP2O5/yr;4365664732.2;5160105306.8;5916632908.0;7040035843.5;7972787938.5;8971165196.2;9517208848.5;10698509503.2;12860692540.0;14623148408.0;15840088074.0;16694171152.0;17560921957.5;18119306562.5;18565970608.5;18933656849.5;19375967932.0;19643944199.0;19917929298.5;20157462364.0;20381619252.0
IMAGE-GNM;SSP3_oct2020;INDUS;iP2O5uptake_crops;kgP2O5/yr;5682609376.3;6465504935.7;7652739743.6;8864710806.4;8629436404.06;9087236655.16;9800596686.28;10277562485.8;10464826399.5;11898309364.5;12347567640.6;12764238036.2;13136845262.6;13495880621.8;13862580258.4;14176862541.2;14505538138.1;14722039265.8;14975564854.2;15264624764.5;15451047197.1
IMAGE-GNM;SSP3_oct2020;ROW;iP2O5uptake_crops;kgP2O5/yr;4279429402.64;4841221709.41;5417931993.91;6432591680.58;6948306611.31;7656612212.99;8524731023.15;10180036356.4;11725349128.4;13744869523.6;15478421328.9;17342999148.2;19175945158.8;20656256846.1;22220195331.3;23771341980.0;25344555413.0;26445905728.6;27525929724.7;28409843634.6;29282147051.0
IMAGE-GNM;SSP3_oct2020;WRLD;iP2O5uptake_crops;kgP2O5/yr;14327704400.0;16466833800.0;18987306400.0;22337337800.0;23550531300.0;25715010500.0;27842538200.0;31156108500.0;35050865400.0;40266325900.0;43666076900.0;46801406500.0;49873709900.0;52271450500.0;54648745900.0;56881862200.0;59226060400.0;60811880000.0;62419422100.0;63831932500.0;65114804500.0
IMAGE-GNM;SSP3_oct2020;BRIC;iP2O5uptake_grass;kgP2O5/yr;3843295720.0;4336604920.0;4714687120.0;4995777920.0;5445174660.0;5539503210.0;5615569040.0;5798681260.0;5770874590.0;5836277350.0;6132385810.0;6555946900.0;6976937590.0;7321492370.0;7663168710.0;8025741260.0;8394400540.0;8690820710.0;8977761360.0;9317613690.0;9634377600.0
IMAGE-GNM;SSP3_oct2020;INDUS;iP2O5uptake_grass;kgP2O5/yr;8353168240.0;8700091526.0;8449485250.0;8154903104.0;7542169984.0;6809873330.0;6495976172.0;6389503036.0;5926543028.0;5903019058.0;5643082202.0;5452958418.0;5611931328.0;5803454386.0;5994405314.0;6213103352.0;6430094970.0;6519613862.0;6607095670.0;6729119678.0;6831143280.0
IMAGE-GNM;SSP3_oct2020;ROW;iP2O5uptake_grass;kgP2O5/yr;7070163115.0;7406078504.8;8074126087.0;8347923082.0;8702551192.2;8891099460.2;9178256296.5;9772183462.0;10126404683.5;10424579792.8;11281020863.0;12574188026.5;13765475615.8;14960733120.0;16100899585.0;17169013096.0;18159040668.5;18944142528.0;19769094290.5;20341760350.0;20955430035.5
IMAGE-GNM;SSP3_oct2020;WRLD;iP2O5uptake_grass;kgP2O5/yr;19266630000.0;20442776000.0;21238299000.0;21498604000.0;21689897000.0;21240476000.0;21289804000.0;21960370000.0;21823824000.0;22163874000.0;23056488000.0;24583092000.0;26354344000.0;28085678000.0;29758476000.0;31407860000.0;32983538000.0;34154578000.0;35353948000.0;36388495000.0;37420950000.0
IMAGE-GNM;SSP3_oct2020;BRIC;iP2O5_surplus_kg;kgP2O5/yr;3178101620.0;4660132560.0;7723608200.0;8645818700.0;12300087600.0;11817178948.0;13594507632.0;17875768828.0;21768893860.0;21969813760.0;23520435480.0;24168649420.0;25457073900.0;25231026390.0;25512809670.0;25298325000.0;25120069450.0;25106587560.0;25009455860.0;24639361844.0;24211749632.0
IMAGE-GNM;SSP3_oct2020;INDUS;iP2O5_surplus_kg;kgP2O5/yr;10481581200.0;10618480520.0;10615124270.0;7855243620.0;5904174800.0;4782055318.0;3307822846.0;2821999700.0;720298018.0;875182590.0;2375315878.0;2347538414.0;2366544690.0;3083381650.0;3317002366.0;3735814202.0;3500544240.0;3906694894.0;3771398008.0;3653531418.0;3173764808.0
IMAGE-GNM;SSP3_oct2020;ROW;iP2O5_surplus_kg;kgP2O5/yr;3650923831.0;5387889118.0;6974492690.0;8327108560.0;9082401148.0;4894679928.0;4754378874.0;4798819138.0;4966624054.0;4975208854.0;8531439580.0;9977402670.0;12823640320.0;13530413880.0;16127497580.0;16844377960.0;18966789610.0;19517901800.0;21764381090.0;21708092040.0;23264343090.0
IMAGE-GNM;SSP3_oct2020;WRLD;iP2O5_surplus_kg;kgP2O5/yr;17310605000.0;20666503000.0;25313225000.0;24828172000.0;27286663000.0;21493912000.0;21656709000.0;25496588000.0;27455814000.0;27820202000.0;34427191000.0;36493595000.0;40647254000.0;41844822000.0;44957315000.0;45878514000.0;47587406000.0;48531182000.0;50545234000.0;50000986000.0;50649854000.0
IMAGE-GNM;SSP3_oct2020;BRIC;iP2O5_surplus_agri_kg;kgP2O5/yr;3178101620.0;4660132560.0;7723608200.0;8645818700.0;12300087600.0;11817178948.0;13594507632.0;17875768828.0;21768893860.0;21969813760.0;23520435480.0;24168649420.0;25457073900.0;25231026390.0;25512809670.0;25298325000.0;25120069450.0;25106587560.0;25009455860.0;24639361844.0;24211749632.0
IMAGE-GNM;SSP3_oct2020;INDUS;iP2O5_surplus_agri_kg;kgP2O5/yr;10481581200.0;10618480520.0;10615124270.0;7855243620.0;5904174800.0;4782055318.0;3307822846.0;2821999700.0;720298018.0;875182590.0;2375315878.0;2347538414.0;2366544690.0;3083381650.0;3317002366.0;3735814202.0;3500544240.0;3906694894.0;3771398008.0;3653531418.0;3173764808.0
IMAGE-GNM;SSP3_oct2020;ROW;iP2O5_surplus_agri_kg;kgP2O5/yr;3650923831.0;5387889118.0;6974492690.0;8327108560.0;9082401148.0;4894679928.0;4754378874.0;4798819138.0;4966624054.0;4975208854.0;8531439580.0;9977402670.0;12823640320.0;13530413880.0;16127497580.0;16844377960.0;18966789610.0;19517901800.0;21764381090.0;21708092040.0;23264343090.0
IMAGE-GNM;SSP3_oct2020;WRLD;iP2O5_surplus_agri_kg;kgP2O5/yr;17310605000.0;20666503000.0;25313225000.0;24828172000.0;27286663000.0;21493912000.0;21656709000.0;25496588000.0;27455814000.0;27820202000.0;34427191000.0;36493595000.0;40647254000.0;41844822000.0;44957315000.0;45878514000.0;47587406000.0;48531182000.0;50545234000.0;50000986000.0;50649854000.0
IMAGE-GNM;SSP3_oct2020;BRIC;iP2O5_surplus_arable_kg;kgP2O5/yr;2629059220.0;4040617360.0;7050081000.0;7932135860.0;11522205050.0;11025822092.0;12792281628.0;17047383820.0;20944483800.0;21136056220.0;22644383380.0;23232085630.0;24460368460.0;24185098580.0;24418072020.0;24151790730.0;23920868260.0;23865043070.0;23726919700.0;23308274680.0;22835413590.0
IMAGE-GNM;SSP3_oct2020;INDUS;iP2O5_surplus_arable_kg;kgP2O5/yr;9288271326.0;9375610150.0;9408056010.0;6690257480.0;4826722300.0;3809216686.0;2379826270.0;1909213440.0;-126350742.0;31894160.0;1569161180.0;1568544150.0;1564840400.0;2254316920.0;2460658556.0;2848227460.0;2581959238.0;2975321342.0;2827526984.0;2692228370.0;2197887180.0
IMAGE-GNM;SSP3_oct2020;ROW;iP2O5_surplus_arable_kg;kgP2O5/yr;2640900710.0;4329878042.0;5821046166.0;7134548168.0;7839178966.0;3624522926.0;3443199546.0;3402792936.0;3519994986.0;3485983531.0;6919865012.0;8181090650.0;10857143140.0;11393166880.0;13827368850.0;14391661580.0;16372642160.0;16811595780.0;18940224350.0;18802125370.0;20270709860.0
IMAGE-GNM;SSP3_oct2020;WRLD;iP2O5_surplus_arable_kg;kgP2O5/yr;14558231000.0;17746104000.0;22279184000.0;21756944000.0;24188109000.0;18459562000.0;18615306000.0;22359392000.0;24338127000.0;24653935000.0;31133409000.0;32981721000.0;36882354000.0;37832581000.0;40706097000.0;41391686000.0;42875466000.0;43651961000.0;45494669000.0;44802630000.0;45304013000.0
IMAGE-GNM;SSP3_oct2020;BRIC;iP2O5_surplus_gras_kg;kgP2O5/yr;549042250.0;619514958.0;673526774.0;713682500.0;777882034.0;791357368.0;802224170.0;828383036.0;824410800.0;833753862.0;876055216.0;936563692.0;996705288.0;1045927338.0;1094738418.0;1146534538.0;1199200226.0;1241545750.0;1282537158.0;1331087696.0;1376339318.0
IMAGE-GNM;SSP3_oct2020;INDUS;iP2O5_surplus_gras_kg;kgP2O5/yr;1193309568.0;1242870122.0;1207069452.0;1164986224.0;1077452880.0;972838964.0;927996530.0;912786108.0;846648870.0;843288438.0;806154652.0;778994094.0;801704432.0;829064926.0;856343552.0;887586246.0;918585020.0;931373296.0;943870808.0;961302842.0;975877680.0
IMAGE-GNM;SSP3_oct2020;ROW;iP2O5_surplus_gras_kg;kgP2O5/yr;1010023241.62;1058011159.69;1153446597.62;1192560486.38;1243221596.12;1270157082.12;1311179484.12;1396026220.12;1446629184.12;1489225672.12;1611574362.75;1796312517.5;1966496538.75;2137247979.88;2300128443.25;2452716222.5;2594148754.88;2706306031.0;2824156142.5;2905965965.62;2993633094.0
IMAGE-GNM;SSP3_oct2020;WRLD;iP2O5_surplus_gras_kg;kgP2O5/yr;2752375300.0;2920396300.0;3034042400.0;3071229200.0;3098556200.0;3034353200.0;3041400100.0;3137195000.0;3117688800.0;3166267900.0;3293784300.0;3511869700.0;3764906000.0;4012240100.0;4251210000.0;4486836700.0;4711934500.0;4879225300.0;5050564600.0;5198356500.0;5345850400.0
IMAGE-GNM;SSP3_oct2020;BRIC;iLand_area_km2;km2;38898105.2;38894738.5;38889666.8;38883735.0;38877448.0;38866623.0;38853818.5;38837593.8;38819332.8;38800289.5;38804978.2;38785403.2;38785403.2;38769348.0;38769348.0;38755152.8;38755152.8;38747966.0;38747966.0;38741173.0;38741173.0
IMAGE-GNM;SSP3_oct2020;INDUS;iLand_area_km2;km2;31168380.15;31153429.44;31139658.35;31125872.61;31109298.76;31087059.62;31065736.76;31045361.12;31025288.38;31002116.43;30990391.38;30961943.44;30961943.44;30944329.91;30944329.91;30936472.51;30936472.51;30945213.86;30945213.86;30958689.4;30958689.4
IMAGE-GNM;SSP3_oct2020;ROW;iLand_area_km2;km2;59229443.27;59219106.76;59207561.46;59194904.66;59180994.74;59165269.16;59149005.28;59130526.93;59108325.46;59080621.07;59070644.3;59022394.2;59022394.2;58971915.57;58971915.57;58919048.08;58919048.08;58874783.12;58874783.12;58834366.57;58834366.57
IMAGE-GNM;SSP3_oct2020;WRLD;iLand_area_km2;km2;129295940.0;129267270.0;129236870.0;129204520.0;129167740.0;129118960.0;129068560.0;129013500.0;128952950.0;128883040.0;128866010.0;128769740.0;128769740.0;128685600.0;128685600.0;128610680.0;128610680.0;128567970.0;128567970.0;128534230.0;128534230.0
IMAGE-GNM;SSP3_oct2020;BRIC;iAgri_land_area_km2;km2;10997744.1;11354143.8;11794851.6;12359515.4;12729232.3;13094246.8;13221164.7;13122419.2;13124556.5;13316864.8;13391080.4;13651418.8;13893842.6;14172938.2;14369669.7;14585611.1;14806725.2;14935023.9;15048953.4;15230063.9;15428995.4
IMAGE-GNM;SSP3_oct2020;INDUS;iAgri_land_area_km2;km2;11943109.169;11901641.306;11819913.519;11771427.44;11610978.503;11540687.192;11424507.52;11149739.836;10798899.521;10645744.65;10634726.906;10771740.033;10897679.657;10899743.591;10940895.883;11019498.212;11135089.08;11191712.496;11166952.648;11199919.946;11315998.401
IMAGE-GNM;SSP3_oct2020;ROW;iAgri_land_area_km2;km2;21806319.575;22042939.726;22143534.62;22489923.203;22771485.806;23250959.459;23525491.456;23931026.409;24286715.708;24518796.022;24966547.371;25730407.519;26498584.949;27284045.309;28033771.418;28809616.55;29626565.564;30131517.7;30508788.332;30858291.004;31236541.53
IMAGE-GNM;SSP3_oct2020;WRLD;iAgri_land_area_km2;km2;44747168.0;45298724.0;45758296.0;46620868.0;47111696.0;47885896.0;48171160.0;48203188.0;48210172.0;48481400.0;48992356.0;50153572.0;51290104.0;52356736.0;53344336.0;54414724.0;55568380.0;56258248.0;56724696.0;57288276.0;57981540.0
IMAGE-GNM;SSP3_oct2020;BRIC;iArea_arable_km2;km2;4450200.98;4533695.83;4592330.98;4850493.3;4939449.04;5022752.51;4992246.1;5016565.12;5009956.1;5220111.1;5204707.03;5308126.35;5388404.79;5501393.22;5533681.13;5566286.17;5605433.87;5624386.73;5635151.21;5702116.06;5789806.46
IMAGE-GNM;SSP3_oct2020;INDUS;iArea_arable_km2;km2;4431527.684;4370231.312;4396736.573;4420144.533;4340425.336;4246829.929;4212617.479;4046218.273;3879274.096;3842620.06;3859660.853;3954795.275;4046565.207;4020309.243;4034724.733;4079579.554;4156584.178;4214840.533;4188403.872;4222912.828;4339807.749
IMAGE-GNM;SSP3_oct2020;ROW;iArea_arable_km2;km2;5214317.1262;5404254.253;5470074.4489;5654248.0307;5820559.8806;6088005.6794;6196045.7556;6462626.6222;6732081.1276;6988319.7408;7309510.6784;7837956.3146;8356367.3976;8892050.384;9396663.3435;9943042.6828;10517987.3489;10901160.2442;11158755.4357;11420539.7969;11703278.333
IMAGE-GNM;SSP3_oct2020;WRLD;iArea_arable_km2;km2;14096045.5;14308182.5;14459142.5;14924887.5;15100433.5;15357588.5;15400910.0;15525409.5;15621311.0;16051050.5;16373879.0;17100878.5;17791339.0;18413752.0;18965070.5;19588909.0;20280005.0;20740387.0;20982311.0;21345568.5;21832894.0
IMAGE-GNM;SSP3_oct2020;BRIC;iArea_grass_km2;km2;6547542.4;6820441.18;7202518.26;7509017.2;7789778.48;8071492.24;8228916.14;8105856.52;8114593.97;8096748.87;8186367.59;8343296.92;8505437.7;8671545.48;8835992.94;9019326.16;9201294.3;9310634.81;9413801.34;9527949.5;9639189.62
IMAGE-GNM;SSP3_oct2020;INDUS;iArea_grass_km2;km2;7511579.3273;7531407.6484;7423176.1541;7351281.3669;7270548.7685;7293856.3621;7211885.5328;7103518.7341;6919625.4643;6803122.5511;6775064.6182;6816944.3385;6851114.0464;6879433.1834;6906169.6202;6939922.4128;6978503.0333;6976869.3949;6978547.1962;6977006.5238;6976189.9195
IMAGE-GNM;SSP3_oct2020;ROW;iArea_grass_km2;km2;16592002.3225;16638683.8585;16673460.2507;16835675.2608;16950924.0408;17162953.1242;17329445.8425;17468399.7314;17554633.0237;17530475.3591;17657036.4782;17892450.432;18142214.7715;18391993.551;18637106.7063;18866571.0667;19108571.0751;19230356.8562;19350033.6949;19437745.8464;19533262.0242
IMAGE-GNM;SSP3_oct2020;WRLD;iArea_grass_km2;km2;30651124.0;30990532.0;31299156.0;31695974.0;32011250.0;32528300.0;32770246.0;32677776.0;32588854.0;32430344.0;32618470.0;33052690.0;33498764.0;33942972.0;34379272.0;34825820.0;35288372.0;35517856.0;35742380.0;35942700.0;36148640.0
IMAGE-GNM;SSP3_oct2020;BRIC;iArea_ifa_grass_km2;km2;2188034.47;2207815.809;2090344.488;2178531.549;2319731.956;2439809.691;2501010.37;2695594.014;2669066.457;2700682.283;2706520.983;2813233.749;2922168.256;2973638.287;3033609.687;3087343.458;3122328.062;3136707.301;3137196.071;3124842.485;3123092.353
IMAGE-GNM;SSP3_oct2020;INDUS;iArea_ifa_grass_km2;km2;2266622.9213;2274802.2544;2218367.6081;2220270.1469;2162972.7505;2146030.4281;2136123.3208;2167723.4501;2171550.1263;2140212.1651;2109604.5902;2129496.3905;2140778.7654;2142912.5354;2145287.8532;2143143.7768;2154325.6473;2147264.1729;2140068.0832;2137683.5878;2127536.2915
IMAGE-GNM;SSP3_oct2020;ROW;iArea_ifa_grass_km2;km2;2331713.69641;2388331.91435;2387410.59986;2514731.18759;2568957.0491;2616462.52638;2670596.87183;2753647.82197;2800854.63721;2852774.60284;2958176.58081;3074238.8055;3136388.78039;3221884.06387;3342999.17803;3475238.66717;3576587.75874;3601619.4691;3648210.77387;3673666.6064;3710130.95442
IMAGE-GNM;SSP3_oct2020;WRLD;iArea_ifa_grass_km2;km2;6786371.5;6870949.5;6696122.5;6913534.0;7051661.5;7202303.0;7307730.0;7616964.5;7641470.5;7693669.5;7774302.5;8016970.0;8199336.0;8338436.0;8521896.0;8705725.0;8853242.0;8885592.0;8925473.0;8936192.0;8960760.0
IMAGE-GNM;SSP3_oct2020;BRIC;iNatural_land_area_km2;km2;27900352.4;27540595.2;27094826.2;26524233.9;26148218.2;25772358.0;25632642.9;25715161.9;25694741.2;25483416.0;25413859.0;25133967.9;24891552.5;24596360.6;24399631.3;24169533.3;23948415.6;23812923.7;23698987.5;23511100.7;23312165.8
IMAGE-GNM;SSP3_oct2020;INDUS;iNatural_land_area_km2;km2;19225312.48;19251829.97;19319799.48;19354487.44;19498370.53;19546416.11;19641277.66;19895663.62;20226421.67;20356409.46;20355707.45;20190251.3;20064315.04;20044628.09;20003471.69;19917010.0;19801418.65;19753543.65;19778304.13;19758798.48;19642722.16
IMAGE-GNM;SSP3_oct2020;ROW;iNatural_land_area_km2;km2;37423110.59;37176157.37;37064010.62;36704963.35;36409493.85;35914293.42;35623499.86;35199485.46;34821589.91;34561813.8;34104084.43;33291971.67;32523794.56;31687855.02;30938130.78;30109421.35;29292472.99;28743254.73;28365984.2;27976066.03;27597815.39
IMAGE-GNM;SSP3_oct2020;WRLD;iNatural_land_area_km2;km2;84548784.0;83968584.0;83478632.0;82583688.0;82056088.0;81233048.0;80897432.0;80810312.0;80742760.0;80401648.0;79873656.0;78616200.0;77479656.0;76328840.0;75341232.0;74195960.0;73042304.0;72309728.0;71843272.0;71245960.0;70552696.0
IMAGE-GNM;SSP1_oct2020;BRIC;iSoil_denitrification;kgN/yr;25202306639.8;26989188382.4;30751926790.1;32890388551.3;35393465779.1;36733938165.0;36951955773.2;40265267792.0;43739624844.4;42323276233.6;42440220945.2;41519660817.3;39984099668.0;39599568640.6;38352678084.0;38256515194.8;37060605541.1;37096378819.1;37577462371.4;37575255607.3;37043475845.7
IMAGE-GNM;SSP1_oct2020;INDUS;iSoil_denitrification;kgN/yr;20782361900.8;23428642411.2;24026970371.7;23161378170.0;23513128077.0;22765621723.9;22819508669.4;22695411408.2;21993836778.5;22440146726.5;21786808399.5;21239028802.7;20740327407.6;20781075076.9;20714956501.2;20548670434.1;20536712309.0;20475961466.9;20680069312.8;21026466749.2;21143801388.2
IMAGE-GNM;SSP1_oct2020;ROW;iSoil_denitrification;kgN/yr;42187430749.7;43808977364.7;46406076605.1;47146342433.4;48709868321.3;47968725521.9;49403189197.7;50080702254.4;51548220726.3;53278142163.6;54690170220.9;55131321834.3;55925869768.9;55964628546.3;55752345124.3;56363836527.1;56965405648.1;57852623365.3;58676357624.7;59925568344.2;60549709191.9
IMAGE-GNM;SSP1_oct2020;WRLD;iSoil_denitrification;kgN/yr;88172099290.4;94226808158.3;1.01184973767e+11;1.03198109155e+11;1.07616462177e+11;1.07468285411e+11;1.0917465364e+11;1.13041381455e+11;1.17281682349e+11;1.18041565124e+11;1.18917199566e+11;1.17890011454e+11;1.16650296845e+11;1.16345272264e+11;1.1481997971e+11;1.15169022156e+11;1.14562723498e+11;1.15424963651e+11;1.16933889309e+11;1.18527290701e+11;1.18736986426e+11
IMAGE-GNM;SSP1_oct2020;BRIC;iSoil_denitrification_agri;kgN/yr;7689558681.73;9421981481.67;12621323463.2;14650759713.4;17054686695.1;19405493038.1;19939699971.9;22525078091.3;25032720522.7;23119049578.1;22963304287.5;22408773814.1;21125072213.2;20475481178.9;19203626427.5;18840598359.2;17977072408.9;18022996810.4;18436563423.3;18523857641.1;17971106390.5
IMAGE-GNM;SSP1_oct2020;INDUS;iSoil_denitrification_agri;kgN/yr;10542402811.3;12354461498.4;12616357207.9;11982209194.1;12011524090.4;11041384738.3;10632695321.9;10191749602.6;9310586530.18;9765794183.61;9553287646.34;9250843701.79;9048249575.74;8676211935.54;8550486965.1;8114830567.13;8065782495.54;7969522809.32;7923072240.02;8223947111.71;8118330480.87
IMAGE-GNM;SSP1_oct2020;ROW;iSoil_denitrification_agri;kgN/yr;11312191029.2;12747952555.3;14564857998.6;16063213638.4;17175128956.0;16780703027.0;18148745926.8;18977393239.6;20679036996.2;22065468276.2;23220478598.1;23566270169.1;23898689839.9;23830792506.5;23652554926.3;23487858847.3;23317834141.8;24107018834.7;24694416516.2;25443155019.5;26025196925.8
IMAGE-GNM;SSP1_oct2020;WRLD;iSoil_denitrification_agri;kgN/yr;29544152522.2;34524395535.3;39802538669.7;42696182545.8;46241339741.5;47227580803.5;48721141220.6;51694220933.5;55022344049.1;54950312037.8;55737070531.9;55225887685.0;54072011628.8;52982485620.9;51406668318.9;50443287773.7;49360689046.2;50099538454.4;51054052179.5;52190959772.3;52114633797.2
IMAGE-GNM;SSP1_oct2020;BRIC;iSoil_denitrification_arable;kgN/yr;3748000174.39;4948020882.71;7813943251.38;9462753576.07;11281532533.2;13353812140.1;14013825867.6;16359208895.9;18641353238.2;16440745464.2;15895737971.5;15668630710.6;14690663153.7;14145165802.3;12972662374.7;12916749547.8;12418298534.5;12479424027.0;12847131557.2;12998249456.5;12589174769.8
IMAGE-GNM;SSP1_oct2020;INDUS;iSoil_denitrification_arable;kgN/yr;4745178001.41;5744913362.73;6206983239.13;5729440710.68;5940780383.72;5411755399.92;5192557632.48;4948428172.08;4171745660.39;4723530379.96;4778834288.65;5034915049.51;4969688692.85;4621339305.02;4711525925.39;4433719125.05;4726319953.89;4704101537.35;4462834250.46;4723560469.32;4508292723.07
IMAGE-GNM;SSP1_oct2020;ROW;iSoil_denitrification_arable;kgN/yr;3616922592.68;4718174831.99;5958851697.19;7332120074.22;7930399635.67;7375423507.98;8290927206.11;8709849453.44;9707989988.31;10718270041.9;11020736255.5;11444804970.1;11877286063.8;11885366753.4;12120990692.7;12320263699.4;12585132501.2;13504107795.4;13802295015.9;14583346577.7;15028545084.0
IMAGE-GNM;SSP1_oct2020;WRLD;iSoil_denitrification_arable;kgN/yr;12110100768.5;15411109077.4;19979778187.7;22524314361.0;25152712552.6;26140991047.9;27497310706.2;30017486521.5;32521088886.9;31882545886.1;31695308515.6;32148350730.2;31537637910.3;30651871860.7;29805178992.8;29670732372.2;29729750989.6;30687633359.7;31112260823.5;32305156503.5;32126012576.8
IMAGE-GNM;SSP1_oct2020;BRIC;iSoil_denitrification_grass;kgN/yr;3941558507.34;4473960598.97;4807380211.8;5188006137.28;5773154161.89;6051680898.06;5925874104.25;6165869195.37;6391367284.49;6678304113.84;7067566316.0;6740143103.52;6434409059.54;6330315376.63;6230964052.74;5923848811.4;5558773874.37;5543572783.41;5589431866.08;5525608184.59;5381931620.69
